iata,icao,faa,latitude,longitude
NEL,KNEL,,40.0357877220001,-74.351365944
,,N12,40.066888889,-74.177555556
,,NJ79,40.3514950000001,-74.9093324999999
,,47N,40.524444444,-74.598305556
,,89NJ,39.4891666670001,-74.723611111
,,7NJ0,39.8015050000001,-74.759604167
,,JY15,39.8915000000001,-74.811280556
,,NJ93,40.547326389,-74.3412594439999
,,NJ94,39.9501125,-75.0496163889999
,,NJ95,40.5556575000001,-75.072393889
,,2JY7,40.6156888890001,-75.164166667
MIV,KMIV,,39.3678055560001,-75.0722222219999
,,73NJ,41.3125000000001,-74.765
,,0NJ4,40.940655,-74.461543056
,,12NJ,40.8370833330001,-74.476694444
MMU,KMMU,,40.799338333,-74.414888611
,,7NJ5,40.789366667,-74.465819444
,,0NJ2,40.7528783330001,-74.439875278
,,JY13,40.8139886110001,-74.4732099999999
VAY,KVAY,,39.9428888890001,-74.84575
,,0NJ3,39.966779167,-74.7996069439999
,,56NJ,40.0067783330001,-74.8634983329999
,,NJ97,39.9555569440001,-74.919472222
,,JY02,40.896765278,-74.7190519439999
,,NJ05,40.2098194440001,-74.0410527779999
,,40NJ,40.486215278,-74.735716667
EWR,KEWR,,40.692479833,-74.1686867779999
,,NJ92,40.7359344440001,-74.1770888889999
,,7NJ3,41.0572222220001,-74.77
,,JY36,41.0366666670001,-74.847222222
,,27JY,41.1261777780001,-74.82275
,,07NJ,40.793758333,-73.994797222
,,99NJ,39.375671944,-74.5357091669999
,,2NJ2,38.9900000000001,-74.801388889
,,26N,39.2634791670001,-74.6074763889999
,,3N6,40.329886667,-74.346786944
,,3JY2,40.8705,-74.44325
,,8NJ3,40.902876667,-74.132920833
,,03NJ,40.903505556,-74.1654722219999
,,2NJ1,40.633555556,-75.0300833329999
,,12JY,40.6041666670001,-74.920833333
,,N40,40.565882222,-74.979308056
,,11NJ,40.640713056,-74.664215278
,,JY28,39.4796166670001,-74.539238889
,,3NJ2,40.346602778,-74.716666667
,,3NJ3,40.3703844440001,-74.585989167
,,13NJ,40.365106944,-74.582933611
,,8NJ2,40.3220519440001,-74.6479355559999
,,3NJ4,40.346111111,-74.6269444439999
,,39N,40.399088889,-74.659006389
,,7NJ8,40.6094444440001,-74.2599999999999
,,3NJ6,40.015472222,-74.841333333
,,41NJ,40.791767222,-74.072363611
,,87NJ,39.3145666670001,-74.593125
,,4NJ8,40.600102222,-74.732939444
,,09NJ,40.6537127780001,-74.686549444
,,35NJ,40.6003725,-74.7193574999999
,,68NJ,40.5823247220001,-74.611268889
,,4NJ1,40.568941667,-74.594475
,,5NJ0,40.6403333330001,-74.719388889
SMQ,KSMQ,,40.625980639,-74.670031611
,,NJ10,40.372811111,-74.517375
,,1JY4,40.202222222,-74.648333333
TTN,KTTN,,40.276694444,-74.813472222
,,NJ90,40.4402777780001,-74.156666667
,,5NJ3,41.1912066670001,-74.532381389
,,JY73,39.9041516670001,-74.7495491669999
,,JY18,39.9283333330001,-74.7622222219999
,,3NJ9,39.9410194440001,-74.771
,,29N,39.524004167,-75.0463427779999
,,86NJ,39.453333333,-75.1252777779999
,,28N,39.5395833330001,-74.9676666669999
,,85NJ,39.846919444,-74.927
,,NJ24,39.6976638890001,-74.400155556
,,1JY5,38.9858333330001,-74.8099999999999
,,C01,39.655555556,-75.0144444439999
,,96NJ,40.046777778,-74.882387778
,,NJ23,40.037055556,-74.843219722
,,26JY,39.738444444,-74.910555556
,,7NJ1,39.7390041670001,-74.966831944
OBI,KOBI,,39.2191388890001,-74.79475
,,7NJ6,40.7176000000001,-74.892112222
,,JY08,39.6501138890001,-75.2840763889999
WRI,KWRI,,40.015583528,-74.591699139
ALM,KALM,,32.8394166670001,-105.991138889
,,E02,32.634069444,-105.68745
,,13Q,34.0043055560001,-108.679777778
ATS,KATS,,32.851944444,-104.467583333
,,NM45,32.8392788890001,-104.401629444
,,NM46,32.8403900000001,-104.400518333
,,01NM,33.0086111110001,-104.540277778
,,NM47,32.780113333,-104.381350556
,,N19,36.8369492780001,-108.028656417
BRG,KBRG,,34.645861639,-106.836340083
,,55NM,34.4833972220001,-106.613076944
,,NM33,35.5475447220001,-104.0838625
,,NM32,35.7021041670001,-104.062236111
,,NM88,34.5432500000001,-106.759888889
,,NM84,33.5445272220001,-105.375538889
,,0NM0,31.823711389,-107.626967222
,,NM78,31.8778763890001,-107.645579167
,,NM09,31.867321111,-107.635856944
,,E89,35.367838889,-104.180508333
,,E61,35.3842152780001,-104.216365278
,,NM25,34.1242386110001,-105.671383056
,,2NM9,34.199166667,-105.164166667
,,0E8,35.7176588890001,-108.201596111
DMN,KDMN,,32.2623888890001,-107.719
,,NM08,32.262588889,-107.403908889
,,NM26,32.1000913890001,-107.8228075
,,24N,36.828535,-106.884191389
,,01NJ,40.7417680560001,-74.137087778
,,NJ87,40.7408472220001,-74.190841667
,,0NJ8,40.702324167,-74.150699167
,,0NJ9,40.477327222,-74.4079280559999
,,1NJ1,40.4792713890001,-74.4345958329999
,,00NJ,40.520936944,-74.4745975
,,9NJ4,40.4957944440001,-74.449886111
,,1NJ2,40.473993611,-74.484041944
,,1NJ4,40.516770556,-74.4662638889999
,,06NJ,40.5018371940001,-74.445735
,,1NJ6,41.0542636110001,-74.430154167
,,NJ62,39.8901161110001,-74.582099167
,,3NJ1,39.9821777780001,-74.6949749999999
,,2NJ3,40.3403844440001,-74.8543308329999
,,72NJ,39.9901944440001,-75.044805556
,,8NJ7,40.9431500000001,-74.290713889
,,JY16,40.7400000000001,-75.090555556
,,5NJ7,40.703027778,-75.178166667
,,2NJ5,40.652043889,-75.186008611
,,2NJ7,40.550103333,-74.487653611
,,27NJ,39.7481697220001,-75.1279533329999
,,23NJ,39.5047222220001,-75.093055556
,,N85,40.5875738890001,-75.0194205559999
,,N51,40.582787222,-74.736706667
,,8NJ8,39.744280556,-75.1587888889999
,,NJ00,40.845933056,-74.0287508329999
,,14NJ,39.0090016670001,-74.888504167
,,2JY6,40.44125,-74.8281666669999
,,N87,40.213944444,-74.601777778
,,4NJ0,40.4492708330001,-75.017669444
,,NJ74,39.5626127780001,-75.449641389
,,JY39,39.661111111,-75.465277778
,,4NJ3,39.6195575,-75.4385288889999
,,48NJ,39.5615016670001,-75.479087222
,,24NJ,39.4905972220001,-75.433269444
,,17NJ,40.4862166670001,-74.322091944
,,5NJ2,40.591768889,-74.841276111
FWN,KFWN,,41.2002138890001,-74.623035278
,,1NJ9,41.2912055560001,-74.550993333
TEB,KTEB,,40.850111111,-74.0608333329999
,,NJ40,40.219279167,-74.0940286109999
MJX,KMJX,,39.926041667,-74.295534722
,,95NJ,40.0001175,-74.0801369439999
,,39NJ,40.900098611,-74.227368333
,,1NJ7,40.9473202780001,-74.3543175
,,5NJ4,40.2139977780001,-74.767661389
,,5NJ5,39.743173056,-74.725436389
,,10NJ,40.2184422220001,-74.738771667
,,JY20,40.770833333,-74.981111111
,,JY30,39.7286,-74.83665
,,25JY,39.7202333330001,-74.846133333
,,6NJ3,40.9792641670001,-74.250980278
,,6NJ5,40.764545556,-74.023751111
,,31E,39.6654541670001,-74.308044444
,,6NJ6,40.3001108330001,-74.025416111
,,4N1,41.1283888890001,-74.3465277779999
,,6NJ7,41.1800950000001,-74.334318056
,,JY43,41.0832222220001,-74.338555556
,,8NJ1,40.6398238890001,-74.765440833
WWD,KWWD,,39.008369444,-74.908508889
,,NM34,32.9752777780001,-105.982488889
,,7NM1,32.9352777780001,-106.045277778
HMN,KHMN,,32.8518583330001,-106.108541667
,,NM10,35.8794402780001,-103.812694444
,,NM50,35.206811111,-106.676180556
,,NM11,35.0879833330001,-106.618586111
,,NM00,35.088852778,-106.636361111
AEG,KAEG,,35.1449094440001,-106.795173889
ABQ,KABQ,,35.0389315560001,-106.608262167
AXX,KAXX,,36.422000278,-105.289905
,,NM64,31.458705556,-108.862558333
CNM,KCNM,,32.337444444,-104.263361111
,,62NM,32.598724722,-104.42635
,,F37,33.648902778,-105.89622
,,NM24,36.9216786110001,-106.560312222
,,NM51,33.3284166670001,-107.661888889
,,C12,36.512708333,-104.924708333
,,57NM,34.0886791670001,-106.119166944
CAO,KCAO,,36.4462911110001,-103.149931944
,,NM42,34.4158333330001,-103.147777778
CVS,KCVS,,34.3827745,-103.322151472
CVN,KCVN,,34.4265902500001,-103.077580028
,,1N1,35.0946111110001,-106.164555556
,,NM48,36.730569444,-106.4950325
,,E14,36.026119028,-106.045414583
,,E92,34.7633933330001,-106.041405556
FMN,KFMN,,36.7412511110001,-108.229941667
,,NM62,36.724169444,-108.218130556
,,NM91,34.622333333,-108.790194444
,,65NM,34.7267330560001,-103.609682222
FSU,KFSU,,34.488751306,-104.216418444
,,NM38,34.117300556,-104.427196389
GUP,KGUP,,35.5110583330001,-108.789309444
,,NM27,36.422503056,-108.86148
,,NM55,33.3627777780001,-108.863611111
,,E94,33.3533194440001,-108.867144444
GNT,KGNT,,35.167277778,-107.902055556
,,NM43,31.9944444440001,-108.370833333
,,E05,32.660292,-107.195408917
HOB,KHOB,,32.6873494440001,-103.217528611
,,NM83,32.7667811110001,-103.208821389
,,68NM,33.028708889,-105.126924167
,,E26,32.1310783330001,-103.154850556
,,72NM,32.9584205560001,-105.963044167
,,NM77,32.291722222,-106.735386111
LRU,KLRU,,32.2894138890001,-106.921964444
LVS,KLVS,,35.654222222,-105.142388889
,,NM53,35.512777778,-104.581666667
,,E32,36.291406389,-107.056154444
,,N01,35.7824444440001,-103.958027778
,,M10,34.533333333,-106.223888889
,,NM52,35.574722222,-103.287222222
,,1V0,36.808290556,-107.652614167
,,NM07,34.830555556,-106.6775
,,82NM,33.170096389,-105.133868611
,,NM41,34.0611672220001,-108.096446111
,,25NM,34.476944444,-108.031111111
,,NM66,34.4151833330001,-108.077
,,NM90,31.9030250000001,-109.025475
,,NM29,35.8342044440001,-103.436620556
,,NM87,33.2382777780001,-104.470555556
,,NM93,33.4166666670001,-104.521666667
ROW,KROW,,33.2998775,-104.529403056
,,NM92,35.2957666670001,-105.6115
,,NM17,35.9305911110001,-104.183865833
SRR,KSRR,,33.4609444440001,-105.530138889
,,NM19,33.351471111,-105.663040556
SAF,KSAF,,35.617111111,-106.089416667
,,NM06,35.659475833,-105.945576667
,,NM57,35.706419167,-105.930020556
,,NM65,36.3676972220001,-105.577413889
SKX,KSKX,,36.4516944440001,-105.673083333
,,18T,33.260805556,-103.278486111
TCS,KTCS,,33.235361111,-107.269888889
,,NM22,33.1431269440001,-107.242305556
,,NM37,33.5764533330001,-107.900045278
,,NM58,33.1398055560001,-107.247944444
TCC,KTCC,,35.1827780560001,-103.603194444
,,N17,34.6045802780001,-105.191821944
,,NV60,39.170827778,-119.771572222
,,NV15,39.202222222,-119.784677778
,,U74,40.415944444,-116.5635
,,9U7,38.736045833,-115.480305278
,,A34,39.238416667,-119.555444444
,,NV04,41.3163061110001,-115.250058333
,,E85,41.9540625000001,-118.631006389
,,01U,38.8532500000001,-115.634666667
,,NV27,37.716596667,-118.084271944
,,2Q9,37.6096536110001,-118.006488889
EKO,KEKO,,40.8249986110001,-115.7913375
,,NV22,40.3127036110001,-115.89673
ELY,KELY,,39.2996883330001,-114.841878056
,,7NV8,38.664116667,-114.632224722
HTH,KHTH,,38.5450769440001,-118.632403056
,,NV25,36.003644444,-115.114677778
INS,KINS,,36.5863437780001,-115.677370556
,,06U,41.975830833,-114.658015556
,,0L7,35.768264361,-115.329621972
,,N15,39.2026652500001,-117.068934361
LSV,KLSV,,36.2362000000001,-115.034255556
VGT,KVGT,,36.210702917,-115.194443194
,,NV61,36.218811111,-115.133544444
,,L23,37.1027272220001,-116.313381667
,,67L,36.8331388890001,-114.055888889
,,2NV3,36.837811306,-114.050437639
,,3Q0,38.379861111,-118.09675
MEV,KMEV,,39.0005,-119.751111111
,,NV67,41.115758333,-114.113624444
,,NV14,41.355478056,-114.230018056
,,NV08,41.737956667,-116.216208333
,,NV37,35.794426667,-115.010819167
,,08U,41.5157512220001,-115.859920694
,,U08,36.568108889,-114.443329722
,,0L9,36.311027778,-114.463888889
,,NV78,39.504827778,-119.755325
,,NV09,39.724352778,-119.899361111
,,77NV,39.8466666670001,-119.686666667
RTS,KRTS,,39.668176944,-119.876439639
,,NV31,38.805763889,-117.031195278
,,NV83,38.6940983330001,-117.146752222
,,03NV,40.584444444,-115.297777778
,,3L2,35.7929444440001,-115.626416667
,,NV21,35.7997500000001,-115.625597222
,,04NV,35.7555313890001,-115.664728056
,,1L3,35.4445555560001,-114.909361111
SPZ,KSPZ,,39.403055556,-119.251194444
,,NV33,38.8332444440001,-119.395994722
,,N59,38.839356944,-119.338214444
LSB,KLSB,,32.3336566670001,-108.69186
LAM,KLAM,,35.8796861110001,-106.268686111
,,E98,34.7610083330001,-106.744944444
,,NM89,34.7757500000001,-106.521130556
,,E06,32.9539444440001,-103.408777778
,,NM94,32.965188889,-103.346222222
,,NM73,34.772286111,-103.8560775
,,NM01,34.0975,-107.2975
,,N29,34.0945295830001,-107.296917639
,,NM69,32.814163889,-107.939997222
,,0E0,34.978166667,-106.000027778
,,NM02,34.9222738890001,-106.167245556
,,85NM,31.9145375000001,-108.534493056
,,NM86,31.936759167,-108.536715278
PRZ,KPRZ,,34.145472222,-103.410333333
,,NM80,34.340326944,-108.514509444
,,C54,34.315722222,-108.309888889
,,N24,36.8003055560001,-105.5975
,,NM56,35.165310278,-108.458962222
RTN,KRTN,,36.742439167,-104.501726389
,,03NM,36.862372222,-104.442763889
,,T16,33.6943388890001,-108.849975
,,0NM7,33.5208944440001,-108.542836667
,,50NM,35.3081638890001,-106.680841667
,,NM70,31.95,-109.041666667
SXU,KSXU,,34.935672083,-104.64256375
DNA,KDNA,,31.880444444,-106.70325
,,30NM,36.1163888890001,-103.096666667
,,5V5,36.697665,-108.700972778
,,1NM0,33.212015278,-108.025598611
,,NM85,32.797847222,-108.261372222
,,94E,32.762019722,-108.208379722
,,13NM,33.4195102780001,-108.139494167
SVC,KSVC,,32.636546944,-108.156385
ONM,KONM,,34.022472222,-106.903138889
,,95E,33.814430556,-106.645336111
,,NM35,34.036936111,-106.910897222
,,S42,36.331522222,-104.617851389
,,NM49,34.5814525000001,-106.075291944
,,L92,37.3634338890001,-115.195489444
TMT,KTMT,,39.4679433330001,-117.197453889
,,NV35,39.544365,-117.750671111
,,NV02,39.066594444,-117.421762778
BAM,KBAM,,40.5990555560001,-116.874333333
,,NV64,40.00825,-117.392050833
BTY,KBTY,,36.861133056,-116.786399444
BVU,KBVU,,35.9473080560001,-114.861084167
,,1L4,35.3055494440001,-114.882752778
CXP,KCXP,,39.192304167,-119.732570556
,,25NV,39.2015783890001,-119.683440861
,,18NV,40.578555556,-119.351444444
,,05U,39.60375,-116.003611111
NFL,KNFL,,39.4178305560001,-118.698588333
FLX,KFLX,,39.4991694440001,-118.748792222
,,NV30,39.9665816670001,-117.827625
,,1NV1,39.4152777780001,-118.836666667
,,26NV,39.452655556,-118.866294444
,,N58,39.559794083,-119.2426565
GAB,KGAB,,38.9222638890001,-117.958561111
,,NV55,38.898866667,-119.649416667
,,NV05,41.1235091670001,-119.138514444
,,NV06,41.3826758330001,-119.169077778
,,88NV,40.761838778,-119.210739389
,,0L4,37.4918888890001,-117.188416667
,,NV40,35.95,-115.166666667
,,NV53,36.1628000000001,-115.168077778
LAS,KLAS,,36.080043889,-115.152234722
,,NV34,36.159752778,-115.166041667
HND,KHND,,35.972855,-115.134384722
,,0NV1,36.1819333330001,-115.316458333
,,2VE2,36.091022222,-115.239372222
,,NV38,36.130555556,-115.158888889
,,NV17,39.6732425000001,-119.812969167
LOL,KLOL,,40.0664674720001,-118.565086111
,,NV65,36.6199444440001,-116.032284722
,,10U,41.953628333,-116.18207
,,74P,36.27205925,-115.995259306
,,NV98,36.150277778,-115.899722222
,,90NV,36.206944444,-115.959722222
,,NV00,36.2555166670001,-115.992527778
,,NV54,36.307016667,-115.9889
,,2NV8,36.1919444440001,-115.985833333
,,1L1,37.7874166670001,-114.419888889
RNO,KRNO,,39.499111111,-119.768111111
,,N86,39.671180556,-119.725166667
,,NV57,39.525013889,-119.795683333
,,NV58,39.532963889,-119.818425
,,NV69,39.540344444,-119.698238889
,,NV23,39.87213,-119.7010225
,,2NV2,39.834722222,-119.674722222
,,NV96,39.825277778,-119.654444444
TPH,KTPH,,38.0598936110001,-117.086600833
TNX,KTNX,,37.7988675830001,-116.780754083
,,NV12,41.5637902780001,-116.409265833
,,NV97,38.6841666670001,-119.322222222
,,NV72,38.515,-119.213611111
LWL,KLWL,,41.117111111,-114.922138889
,,NV07,40.8855194440001,-114.981402778
WMC,KWMC,,40.896611111,-117.805888889
,,02NV,41.3005555560001,-118.928333333
,,22NV,40.9720750000001,-117.728827778
,,O43,39.005401944,-119.156542222
,,01NV,38.763888889,-119.027222222
,,2NY7,42.1214625000001,-77.211364444
,,8NY3,42.268677778,-75.5597222219999
,,9G3,43.021096222,-78.482633194
ALB,KALB,,42.749116111,-73.80198
,,NK32,42.6667452780001,-73.832900278
,,NK33,42.627466,-73.7773749999999
,,NK64,42.653733333,-73.7756027779999
,,NK43,42.758410278,-73.9245680559999
,,NY06,43.2964469440001,-78.213910278
,,3NY2,40.7862122220001,-73.912081111
,,57NY,42.287330556,-73.844944444
,,49NK,42.7933055560001,-78.2921666669999
,,0NY6,42.928844444,-76.615722222
,,NY12,42.941052778,-76.564322222
,,06NY,42.842777778,-76.4452777779999
,,NK74,42.7445147220001,-76.6635575
,,NY59,43.3872916670001,-75.486288056
GVQ,KGVQ,,43.03175,-78.1696666669999
,,22NY,43.0303375,-78.184739167
,,23NY,42.2797947220001,-77.339980278
,,23N,40.7575961110001,-73.052689722
,,1NK7,43.4675,-75.2538888889999
,,47NY,42.0450000000001,-77.35
,,NY64,43.102850833,-74.155130833
,,NY66,43.1334061110001,-74.116241111
,,7G0,43.181194444,-77.9155
,,NY99,42.4072797220001,-79.4406013889999
,,NK30,40.605333333,-73.9023333329999
,,93NY,40.6052916670001,-74.022261111
BUF,KBUF,,42.940427222,-78.730569722
,,6NK5,42.929144444,-78.830391667
,,NY51,42.8700736110001,-74.499304444
IUA,KIUA,,42.908901889,-77.3252262779999
,,90NY,42.9195083330001,-77.2427777779999
,,NY07,44.5458333330001,-75.161111111
,,NY69,44.120051667,-76.301329444
,,96NY,41.382777778,-73.738333333
,,NK01,43.9995122220001,-75.6049149999999
,,28NY,42.3083333330001,-79.225
,,0NK0,42.333951389,-78.790865556
,,NY76,42.3156666670001,-78.8953333329999
,,28NK,44.1869444440001,-76.076388889
,,4NY2,40.7834344440001,-73.866246389
,,NK04,43.250068889,-75.999640556
,,K23,42.6292425,-74.890987778
,,3NK2,42.689175,-74.921391667
,,3NK8,42.140555556,-73.611944444
,,6NY1,42.112851667,-77.089414167
,,7N1,42.1801002780001,-77.1217019439999
,,84NK,41.434583333,-74.041111111
,,4B1,42.7598611110001,-74.134638889
,,8NY5,42.820352778,-74.148183333
,,38NY,42.5486819440001,-76.958018889
DKK,KDKK,,42.4939444440001,-79.271111111
,,22NK,42.4765274170001,-79.3240959999999
,,02NY,43.1325683330001,-75.655459722
,,4NY5,40.9876,-72.173411667
,,42NY,42.669,-76.056166667
,,87NY,40.8264444440001,-72.745944444
,,49N,40.824820833,-72.750933056
,,7NY1,42.7634080560001,-74.2784627779999
,,NY83,44.3000511110001,-73.3495719439999
,,41NY,44.312388889,-73.384888889
,,4NK3,42.6725000000001,-78.966980556
,,4NK4,42.827222222,-76.025833333
FRG,KFRG,,40.729274167,-73.413420833
,,74NY,43.005616667,-77.291377778
,,15NY,40.593586111,-73.783175
,,0B8,41.252138889,-72.031638889
,,NK65,42.4833930560001,-79.077537778
,,82NY,42.0013888890001,-73.671111111
,,NY37,43.009241667,-74.091238889
,,K30,43.183407222,-73.633172222
,,NK17,43.2093611110001,-73.5817111109999
,,5NY5,41.6667600000001,-74.149589722
,,NK38,41.6545377780001,-74.140422778
,,9G5,43.1820022220001,-78.557805278
,,D52,42.8016890000001,-77.846439
,,NK76,42.8825000000001,-77.0516666669999
,,NY1,42.350085,-73.637063056
,,3NK7,42.4248016670001,-74.45098
GFL,KGFL,,43.3412222220001,-73.610305556
,,10NK,43.307336111,-73.646211111
,,9G6,43.173530833,-78.2746324999999
,,NK31,43.2695030560001,-78.145297222
,,89NY,44.3167172220001,-75.899673333
,,2NY8,41.803426389,-74.182923611
,,2NY9,42.3700733330001,-76.722450833
,,NY46,41.8500000000001,-73.599444444
,,NK50,42.9545444440001,-74.216358333
,,D23,42.566728611,-78.426129444
,,1C3,43.2545277780001,-73.470194444
,,0NK7,41.1025000000001,-73.726111111
,,00NK,44.811861111,-73.369805556
,,NY60,44.762540556,-73.5593041669999
,,4NY0,44.6689319440001,-73.546247778
,,8NK4,42.9433333330001,-78.1383333329999
,,8NY9,40.7459327780001,-73.4912355559999
,,6JY8,40.7596750000001,-73.496502778
,,3NY5,42.023686389,-75.957141389
,,1NK8,42.1917425,-75.841305
BGM,KBGM,,42.2084444440001,-75.9796111109999
,,NY79,42.596728333,-78.3402936109999
,,NK23,41.5486666670001,-74.469722222
,,NY61,43.8297858330001,-74.495438889
,,8NY6,42.847211111,-78.8115083329999
,,D51,43.0689472220001,-78.691820833
,,56NK,42.9011166670001,-78.866488889
,,9G0,42.8619938890001,-78.716584444
,,NK09,42.405628333,-76.820511389
,,3NY8,40.9147988890001,-72.78039625
,,1B8,43.0526944440001,-73.363138889
,,NY34,42.162225,-77.427516667
,,NY25,43.085277778,-76.292722222
,,NK55,43.085066667,-76.287068056
,,30NY,42.750064444,-77.558049167
,,19NK,43.2438888890001,-76.152777778
,,3NY0,42.827296389,-74.4040233329999
,,0NK2,42.9834083330001,-74.0162377779999
,,4NY1,41.3278716670001,-74.324596389
,,2NY2,41.3496666670001,-74.3331666669999
,,NK86,41.3667602780001,-74.249593611
,,NK51,43.0292336110001,-75.8454677779999
,,NK87,43.0667247220001,-78.599749722
,,NK19,43.061168889,-78.661418611
,,1H1,43.2058888890001,-76.179305556
,,N03,42.5926416670001,-76.2148827779999
,,2NK2,40.883709444,-73.491233333
,,NY73,42.3181325,-75.5990744439999
,,NY74,42.3236961110001,-73.873183333
,,37NY,42.213255556,-78.287013889
,,NK05,42.3547955560001,-76.516052778
DSV,KDSV,,42.5705313890001,-77.713272778
,,NY02,42.487758333,-74.779163889
,,1E8,44.3879166670001,-75.066333333
,,NY77,42.718131111,-74.163461667
,,51NK,40.799333333,-72.763
,,NY16,43.098396667,-77.1819236109999
,,NY82,42.580635833,-73.616227222
,,1F2,43.2255519440001,-74.114450194
,,NY19,43.043955,-76.461880833
,,N89,41.728885833,-74.376823889
ELM,KELM,,42.159854722,-76.891747778
,,3NK9,42.100666667,-76.826388889
,,4NY8,42.1209075,-76.9010716669999
,,4NY9,40.714546667,-73.7104086109999
CZG,KCZG,,42.078534167,-76.0963305559999
,,3NY7,42.984394444,-74.5194333329999
,,NK54,42.1767411110001,-76.641058889
,,NY05,42.781463333,-74.325686944
,,83K,43.409763889,-73.532654167
GTB,KGTB,,44.0556111110001,-75.719894444
,,NY87,42.9625738890001,-74.253743056
,,NY20,42.962725,-74.6820611109999
,,11NK,42.9138888890001,-74.611666667
,,NY88,42.8834061110001,-74.691255556
,,44NY,42.934265,-74.652383333
,,1I5,42.364,-74.0650277779999
,,58NY,40.650555556,-73.567906389
,,39NY,40.653333333,-73.5736111109999
FZY,KFZY,,43.3507736110001,-76.388055556
,,N25,42.6972977780001,-74.199574167
,,92G,42.8142222220001,-77.202916667
,,NK16,44.3681169440001,-75.402436111
,,D59,42.5039497220001,-78.95059
,,01NK,43.4229444440001,-73.268025
,,N56,42.203695833,-78.649155556
,,4N7,42.304241389,-75.787137222
,,NK48,41.109955556,-72.360105556
,,1H4,42.419702778,-74.0068916669999
,,NY63,43.0533333330001,-73.478333333
,,4NK2,43.1452333330001,-73.4196499999999
,,0NK3,42.695896944,-77.792222222
,,4G2,42.7008925000001,-78.914756944
,,NK58,42.528394167,-78.9072555559999
VGC,KVGC,,42.8434444440001,-75.561194444
,,25NK,42.4361805560001,-77.132191667
,,NK68,42.0514200000001,-75.3165999999999
,,3NK1,41.708741667,-74.7363472219999
,,H43,41.210925,-73.969294444
,,1B1,42.2913055560001,-73.7103333329999
,,04NY,42.2623091670001,-73.696233056
,,1NK9,40.8839869440001,-73.4228977779999
,,2NY3,41.990369722,-74.087641111
,,6NK6,43.768055556,-74.2633333329999
,,NK15,43.7427777780001,-74.7619444439999
,,6NY3,42.642619444,-76.7288444439999
,,NY18,42.448683611,-76.616890278
,,NK72,42.3761841670001,-76.532442222
ITH,KITH,,42.4913611110001,-76.4587222219999
,,1I1,44.2208555560001,-73.7880111109999
,,56NY,43.325336389,-78.049739167
,,6NY7,41.8653705560001,-74.332928333
,,14NK,43.34,-73.479
,,6NY8,41.973425278,-73.997360278
,,09NY,41.9288888890001,-74.048888889
,,20N,41.9852500000001,-73.964333333
,,NY01,43.220891667,-78.315022778
,,6NY4,42.700353611,-74.155128889
LKP,KLKP,,44.2644777780001,-73.9618694439999
,,4NK5,43.1206222220001,-77.365647222
,,NY11,43.0353408330001,-77.308041111
,,23NK,43.1125000000001,-77.3124999999999
MAL,KMAL,,44.853666667,-74.3289444439999
,,7NY3,40.778083333,-73.701888889
,,6NK3,40.775213889,-73.699836111
,,NY72,43.0722891670001,-75.938527778
,,NY67,42.9930666670001,-75.911666667
,,NK71,43.010555556,-76.352777778
,,6NK9,43.1772222220001,-75.227777778
,,73NY,42.265766667,-75.310033333
MSS,KMSS,,44.9362411110001,-74.8451197219999
,,NK75,44.9367333330001,-74.909102778
,,08NY,41.3672606110001,-74.518934417
,,NY93,41.432333333,-74.365166667
,,70NY,41.4220527780001,-74.571475
,,6NY0,41.442708333,-74.3668888889999
,,44N,41.707423889,-73.7380224999999
,,7NY5,41.783426944,-73.7542963889999
,,4NK7,41.831758333,-73.6595694439999
,,11NY,41.819188889,-73.643225
,,8NY2,41.684815556,-73.993472778
,,NK37,40.7417677780001,-73.644017778
,,2NK9,41.657222222,-74.077222222
,,NY23,42.9875708330001,-74.966543611
MTP,KMTP,,41.076666667,-71.9204722219999
,,5NK1,43.1111750000001,-77.0538583329999
,,NY10,43.8425688890001,-75.430740278
,,8NK5,41.5027055560001,-74.015566667
SWF,KSWF,,41.504111111,-74.104833333
,,85N,43.254877778,-78.7655
,,NY35,41.7500933330001,-74.116255
,,NK39,40.712602222,-73.9995836109999
ISP,KISP,,40.796135694,-73.100665056
JRB,KJRB,,40.7012136110001,-74.0090283329999
JRA,KJRA,,40.754902778,-74.007059722
,,6N5,40.742601667,-73.972083056
,,6N6,40.8459336110001,-73.816244722
,,6N7,40.7339908330001,-73.972916389
,,41NK,41.947777778,-73.518055556
,,26NY,40.8912722220001,-73.309030556
,,0NY1,43.139241111,-73.6531727779999
OIC,KOIC,,42.566555556,-75.524111111
OGS,KOGS,,44.6822500000001,-75.46325
,,0NY3,43.3139575000001,-74.932101111
,,D80,43.3208891670001,-78.728923889
,,NK26,43.7251833330001,-74.976216667
,,8G3,42.0676111110001,-78.405527778
,,5NK4,42.091905556,-78.4284499999999
OLE,KOLE,,42.241194444,-78.3713611109999
,,75NY,42.1167325000001,-78.3155711109999
,,13NK,41.5975,-73.5314999999999
,,NY47,41.0775,-74.024722222
,,2NK4,41.2773161110001,-73.9404163889999
,,78NY,43.081388889,-78.779444444
PEO,KPEO,,42.6370833330001,-77.052861111
,,01G,42.741348611,-78.052148056
,,0NY7,43.037573611,-74.184297778
,,0NY8,42.997296111,-74.2454099999999
,,9NY7,43.032851667,-74.150963611
,,NY50,42.9916666670001,-74.1361111109999
,,NY91,42.994027778,-75.702777778
,,NY31,43.2236791670001,-76.3688222219999
